id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
3008,Madrid,Bioseguridad,marginal,0.0,1274,,1086.44,,False,,,,
3044,Madrid,Anestesia,perdut,0.263,116,,3410.04,,False,,,,
3044,Madrid,Bioseguridad,marginal,0.217,46,,1667.34,,False,,,,
3049,Madrid,Anestesia,perdut,0.471,187,,4546.72,,False,,,,
3056,Madrid,Bioseguridad,marginal,0.0,1074,,879.2,,False,,,,
3068,Madrid,Bioseguridad,perdut,0.366,116,,1086.44,,False,,,,
3129,Madrid,Anestesia,fidel,0.805,19,100.5,2223.12,-1.79,False,,,,
3142,Málaga,Anestesia,marginal,0.0,1426,,2223.12,,False,,,,
3153,Málaga,Bioseguridad,perdut,0.742,278,,1086.44,,False,,,,
3161,Málaga,Anestesia,promiscu,0.328,53,527.7,1802.36,-4.48,False,,,,
3161,Málaga,Bioseguridad,marginal,0.0,1636,,879.2,,False,,,,
3178,Málaga,Bioseguridad,perdut,0.0,1536,,1086.44,,False,,,,
3180,Málaga,Anestesia,perdut,0.371,216,,2223.12,,False,,,,
3300,Málaga,Anestesia,perdut,0.0,1250,,2223.12,,False,,,,
3300,Málaga,Bioseguridad,perdut,0.0,1223,,1086.44,,False,,,,
3327,Málaga,Anestesia,perdut,0.124,161,,2223.12,,False,,,,
3343,Málaga,Anestesia,perdut,0.0,390,,2223.12,,False,,,,
3343,Málaga,Bioseguridad,marginal,0.0,1113,,1086.44,,False,,,,
3346,Málaga,Anestesia,en_risc,0.651,68,299.2,2223.12,-1.49,True,caiguda_share,774.76,mitja,"Client en_risc de Anestesia (Share 12m: 65%). El seu cicle de compra és de 299 dies. Porta 68 dies sense comprar (-231 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
3346,Málaga,Bioseguridad,nou,0.195,68,,1086.44,,False,,,,
3358,Málaga,Bioseguridad,perdut,0.0,1424,,1086.44,,False,,,,
3383,Murcia,Anestesia,fidel,0.81,42,134.1,2223.12,-1.74,False,,,,
3383,Murcia,Bioseguridad,perdut,2.555,101,,1086.44,,False,,,,
3386,Murcia,Anestesia,perdut,0.25,335,,2223.12,,False,,,,
3386,Murcia,Bioseguridad,perdut,0.245,292,,1086.44,,False,,,,
3478,Málaga,Anestesia,perdut,0.478,215,,2223.12,,False,,,,
3478,Málaga,Bioseguridad,perdut,1.395,140,,1086.44,,False,,,,
3503,Melilla,Anestesia,perdut,0.837,104,,2223.12,,False,,,,
3505,Melilla,Anestesia,perdut,0.589,104,,2223.12,,False,,,,
3505,Melilla,Bioseguridad,perdut,0.256,321,,1086.44,,False,,,,
3516,Murcia,Anestesia,fidel,0.965,18,238.9,2223.12,-5.27,False,,,,
3534,Málaga,Anestesia,perdut,0.124,207,,2223.12,,False,,,,
3545,Málaga,Anestesia,perdut,0.0,476,,2223.12,,False,,,,
3583,Málaga,Anestesia,marginal,0.0,1417,,1802.36,,False,,,,
3637,Asturias,Bioseguridad,perdut,1.034,361,,1086.44,,False,,,,
3683,Asturias,Anestesia,perdut,0.13,209,,3410.04,,False,,,,
3683,Asturias,Bioseguridad,perdut,0.0,711,,1667.34,,False,,,,
3685,Asturias,Anestesia,perdut,0.511,215,,2223.12,,False,,,,
3685,Asturias,Bioseguridad,perdut,1.556,328,,1086.44,,False,,,,
3688,Asturias,Anestesia,marginal,0.0,1309,,2223.12,,False,,,,
3701,Asturias,Anestesia,perdut,0.0,1426,,2223.12,,False,,,,
3709,Asturias,Anestesia,perdut,0.129,262,,3410.04,,False,,,,
3709,Asturias,Bioseguridad,perdut,0.68,343,,1667.34,,False,,,,
3723,Asturias,Anestesia,perdut,0.627,101,,2223.12,,False,,,,
3723,Asturias,Bioseguridad,perdut,0.597,110,,1086.44,,False,,,,
3728,Asturias,Anestesia,perdut,0.0,1489,,2223.12,,False,,,,
3745,Asturias,Bioseguridad,perdut,0.373,228,,1086.44,,False,,,,
3754,Asturias,Bioseguridad,perdut,0.0,434,,1086.44,,False,,,,
3760,Asturias,Anestesia,marginal,0.0,1207,,2223.12,,False,,,,
3784,Asturias,Anestesia,promiscu,0.453,0,166.9,2223.12,-4.04,False,,,,
3784,Asturias,Bioseguridad,perdut,0.512,329,,1086.44,,False,,,,
3799,Asturias,Anestesia,fidel,1.014,73,217.4,3410.04,-1.39,False,,,,
3799,Asturias,Bioseguridad,perdut,0.0,1092,,1667.34,,False,,,,
3837,Asturias,Bioseguridad,marginal,0.0,1067,,1086.44,,False,,,,
3919,Lugo,Anestesia,perdut,0.0,487,,2223.12,,False,,,,
3920,Lugo,Anestesia,perdut,0.16,334,,2223.12,,False,,,,
3928,Lugo,Anestesia,promiscu,0.69,12,86.4,5683.4,-1.02,False,,,,
3928,Lugo,Bioseguridad,perdut,0.893,105,,2778.9,,False,,,,
3930,Lugo,Anestesia,promiscu,0.297,19,,2223.12,,False,,,,
3930,Lugo,Bioseguridad,marginal,0.0,1763,,1086.44,,False,,,,
3933,Lugo,Anestesia,perdut,0.26,336,,2223.12,,False,,,,
3933,Lugo,Bioseguridad,perdut,0.0,843,,1086.44,,False,,,,
3937,Lugo,Anestesia,perdut,0.0,691,,2223.12,,False,,,,
4012,Lugo,Anestesia,perdut,0.319,286,,2223.12,,False,,,,
4020,La Rioja,Anestesia,perdut,0.0,567,,3410.04,,False,,,,
4045,La Rioja,Anestesia,promiscu,0.481,40,196.8,2223.12,-1.51,False,,,,
4047,La Rioja,Anestesia,perdut,0.0,1082,,1802.36,,False,,,,
4048,La Rioja,Anestesia,promiscu,0.314,75,210.6,3410.04,-1.04,False,,,,
4049,La Rioja,Anestesia,marginal,0.063,172,,2223.12,,False,,,,
4063,La Rioja,Anestesia,perdut,0.0,426,,2223.12,,False,,,,
4075,Asturias,Anestesia,perdut,0.0,444,,1802.36,,False,,,,
4083,Asturias,Anestesia,perdut,0.68,167,,2223.12,,False,,,,
4101,La Rioja,Anestesia,promiscu,0.394,25,124.0,3410.04,-1.99,False,,,,
4101,La Rioja,Bioseguridad,perdut,0.0,643,,1667.34,,False,,,,
4111,La Rioja,Anestesia,perdut,0.39,123,,3410.04,,False,,,,
4133,Madrid,Anestesia,perdut,0.109,182,,2223.12,,False,,,,
4133,Madrid,Bioseguridad,perdut,0.464,315,,1086.44,,False,,,,
4139,Madrid,Anestesia,perdut,0.203,201,,1802.36,,False,,,,
4156,Madrid,Anestesia,perdut,0.0,992,,1802.36,,False,,,,
4219,Madrid,Anestesia,perdut,0.0,1196,,1802.36,,False,,,,
4219,Madrid,Bioseguridad,marginal,0.0,1501,,879.2,,False,,,,
4234,Madrid,Anestesia,marginal,0.159,28,,1802.36,,False,,,,
4237,Madrid,Anestesia,perdut,0.288,311,,2223.12,,False,,,,
4251,Madrid,Anestesia,perdut,0.0,1139,,2223.12,,False,,,,
4254,Madrid,Anestesia,perdut,0.524,236,,2223.12,,False,,,,
4254,Madrid,Bioseguridad,perdut,0.0,1061,,1086.44,,False,,,,
4358,Madrid,Anestesia,perdut,0.0,1175,,3410.04,,False,,,,
4359,Madrid,Anestesia,promiscu,0.584,69,210.7,2223.12,-1.71,False,,,,
4406,Madrid,Bioseguridad,marginal,0.0,1287,,1086.44,,False,,,,
4412,Madrid,Anestesia,perdut,0.082,202,,1802.36,,False,,,,
4414,Madrid,Anestesia,perdut,1.273,186,,2223.12,,False,,,,
4415,Madrid,Anestesia,promiscu,0.59,52,236.4,2223.12,-1.5,False,,,,
4425,Madrid,Anestesia,perdut,0.165,179,,2223.12,,False,,,,
4425,Madrid,Bioseguridad,perdut,0.0,482,,1086.44,,False,,,,
4459,Madrid,Anestesia,perdut,0.266,117,,2223.12,,False,,,,
4459,Madrid,Bioseguridad,marginal,0.0,1678,,1086.44,,False,,,,
4464,Madrid,Anestesia,perdut,0.0,1105,,4546.72,,False,,,,
4473,Madrid,Anestesia,perdut,0.0,417,,2223.12,,False,,,,
4484,Madrid,Anestesia,perdut,0.325,119,,2223.12,,False,,,,
4539,Madrid,Anestesia,promiscu,0.499,27,244.7,1802.36,-3.18,False,,,,
4549,Madrid,Anestesia,fidel,1.201,34,103.7,3410.04,-1.46,False,,,,
4656,Madrid,Anestesia,perdut,0.29,187,,2223.12,,False,,,,
4660,Madrid,Anestesia,nou,0.598,46,,2223.12,,False,,,,
4668,Madrid,Anestesia,fidel,0.764,77,103.0,2223.12,-0.69,False,,,,
4681,Madrid,Anestesia,perdut,0.0,804,,3410.04,,False,,,,
4710,Madrid,Anestesia,perdut,0.258,353,,2223.12,,False,,,,
4717,Madrid,Anestesia,perdut,0.0,479,,1802.36,,False,,,,
4722,Madrid,Anestesia,perdut,0.164,235,,1802.36,,False,,,,
4725,Madrid,Anestesia,perdut,0.0,642,,1802.36,,False,,,,
4725,Madrid,Bioseguridad,perdut,0.0,642,,879.2,,False,,,,
4748,Madrid,Anestesia,fidel,1.617,27,39.4,3410.04,-0.69,False,,,,
4748,Madrid,Bioseguridad,perdut,0.0,482,,1667.34,,False,,,,
4753,Madrid,Bioseguridad,perdut,0.0,391,,1667.34,,False,,,,
4759,Madrid,Anestesia,perdut,0.492,104,,1802.36,,False,,,,
4759,Madrid,Bioseguridad,perdut,0.452,104,,879.2,,False,,,,
4764,Madrid,Anestesia,fidel,1.888,47,76.4,2223.12,-1.11,False,,,,
4767,Madrid,Anestesia,fidel,0.775,25,23.9,5683.4,0.04,False,,,,
4767,Madrid,Bioseguridad,fidel,1.574,25,26.0,2778.9,-0.02,False,,,,
4773,Madrid,Anestesia,perdut,0.0,402,,1802.36,,False,,,,
4773,Madrid,Bioseguridad,perdut,0.691,223,,879.2,,False,,,,
4797,Madrid,Anestesia,en_risc,1.377,25,84.7,4546.72,-1.38,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 138%). El seu cicle de compra és de 85 dies. Porta 25 dies sense comprar (-60 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
4807,Madrid,Anestesia,nou,0.454,84,,2223.12,,False,,,,
4832,Gipúzkoa,Anestesia,perdut,0.284,152,,2223.12,,False,,,,
4835,Gipúzkoa,Anestesia,promiscu,0.626,73,208.8,2223.12,-1.77,False,,,,
4845,Gipúzkoa,Anestesia,perdut,0.0,1334,,1802.36,,False,,,,
4872,Huelva,Anestesia,perdut,0.711,103,,2223.12,,False,,,,
4872,Huelva,Bioseguridad,perdut,1.546,245,,1086.44,,False,,,,
4876,Gipúzkoa,Anestesia,perdut,0.0,1337,,1802.36,,False,,,,
4895,Gipúzkoa,Anestesia,perdut,0.0,398,,1802.36,,False,,,,
4897,Gipúzkoa,Anestesia,perdut,0.0,930,,1802.36,,False,,,,
4903,Gipúzkoa,Anestesia,perdut,0.0,739,,1802.36,,False,,,,
4910,Gipúzkoa,Anestesia,promiscu,0.481,18,255.9,2223.12,-1.34,False,,,,
4913,Gipúzkoa,Anestesia,perdut,0.259,284,,1802.36,,False,,,,
4919,Gipúzkoa,Anestesia,perdut,0.0,1251,,1802.36,,False,,,,
4944,Gipúzkoa,Anestesia,perdut,0.0,844,,1802.36,,False,,,,
4953,Gipúzkoa,Anestesia,perdut,0.0,797,,2223.12,,False,,,,
4989,Gipúzkoa,Anestesia,perdut,0.0,934,,1802.36,,False,,,,
5017,Gipúzkoa,Anestesia,perdut,0.0,927,,2223.12,,False,,,,
5040,Gipúzkoa,Anestesia,perdut,0.0,742,,1802.36,,False,,,,
5047,Gipúzkoa,Anestesia,perdut,0.0,1322,,1802.36,,False,,,,
5067,Gipúzkoa,Anestesia,perdut,0.0,454,,2223.12,,False,,,,
5076,León,Anestesia,perdut,0.677,95,,2223.12,,False,,,,
5087,León,Anestesia,promiscu,0.442,55,246.8,2223.12,-2.46,False,,,,
5104,León,Anestesia,fidel,1.195,28,130.8,3410.04,-1.01,False,,,,
5104,León,Bioseguridad,fidel,1.119,28,324.6,1667.34,-1.16,False,,,,
5111,León,Anestesia,perdut,0.0,381,,2223.12,,False,,,,
5114,León,Anestesia,perdut,0.396,236,,2223.12,,False,,,,
5129,Jaén,Bioseguridad,marginal,0.0,1160,,1086.44,,False,,,,
5134,Jaén,Anestesia,perdut,0.0,573,,2223.12,,False,,,,
5136,Jaén,Anestesia,perdut,0.239,207,,2223.12,,False,,,,
5136,Jaén,Bioseguridad,perdut,0.0,802,,1086.44,,False,,,,
5154,Jaén,Anestesia,marginal,0.0,1424,,3410.04,,False,,,,
5154,Jaén,Bioseguridad,perdut,0.0,1068,,1667.34,,False,,,,
5191,Jaén,Anestesia,perdut,0.851,129,,2223.12,,False,,,,
5194,Jaén,Anestesia,perdut,0.0,573,,2223.12,,False,,,,
5194,Jaén,Bioseguridad,perdut,0.0,790,,1086.44,,False,,,,
5209,Jaén,Anestesia,marginal,0.0,1441,,2223.12,,False,,,,
5209,Jaén,Bioseguridad,promiscu,0.522,69,241.9,1086.44,-1.1,False,,,,
5210,Jaén,Anestesia,marginal,0.0,1558,,1802.36,,False,,,,
5213,Jaén,Anestesia,fidel,0.774,67,397.8,1802.36,-1.83,False,,,,
5251,Huesca,Anestesia,perdut,0.256,108,,2223.12,,False,,,,
5255,Huesca,Anestesia,perdut,0.521,103,,2223.12,,False,,,,
5273,Huelva,Anestesia,fidel,1.144,39,146.3,3410.04,-1.62,False,,,,
5273,Huelva,Bioseguridad,perdut,1.441,118,,1667.34,,False,,,,
5292,Huelva,Anestesia,promiscu,0.39,48,,3410.04,,False,,,,
5300,Huelva,Anestesia,perdut,0.199,202,,2223.12,,False,,,,
5300,Huelva,Bioseguridad,marginal,0.0,1803,,1086.44,,False,,,,
5347,Asturias,Anestesia,perdut,0.107,329,,3410.04,,False,,,,
5362,Asturias,Anestesia,perdut,0.0,740,,2223.12,,False,,,,
5394,Asturias,Anestesia,fidel,1.1,48,269.0,2223.12,-1.27,False,,,,
5394,Asturias,Bioseguridad,fidel,2.708,48,134.9,1086.44,-2.05,False,,,,
5430,Lleida,Anestesia,perdut,0.445,215,,3410.04,,False,,,,
5430,Lleida,Bioseguridad,perdut,0.0,377,,1667.34,,False,,,,
5447,Lleida,Bioseguridad,perdut,0.0,936,,1086.44,,False,,,,
5462,León,Anestesia,marginal,0.173,45,,3410.04,,False,,,,
5462,León,Bioseguridad,nou,0.194,45,,1667.34,,False,,,,
5492,Lleida,Anestesia,perdut,0.0,843,,1802.36,,False,,,,
5495,Lleida,Anestesia,marginal,0.0,1413,,2223.12,,False,,,,
5501,Lleida,Bioseguridad,perdut,1.409,215,,879.2,,False,,,,
5532,León,Anestesia,perdut,0.0,643,,1802.36,,False,,,,
5540,León,Anestesia,marginal,0.0,1168,,2223.12,,False,,,,
5540,León,Bioseguridad,perdut,1.044,251,,1086.44,,False,,,,
5547,León,Anestesia,marginal,0.0,1161,,1802.36,,False,,,,
5554,Vizcaya,Anestesia,perdut,0.967,95,,2223.12,,False,,,,
5554,Vizcaya,Bioseguridad,perdut,0.0,1291,,1086.44,,False,,,,
5567,Valencia,Anestesia,perdut,0.0,955,,3410.04,,False,,,,
5577,Ceuta,Anestesia,perdut,0.0,378,,1802.36,,False,,,,
5584,Cantabria,Anestesia,perdut,0.205,326,,4546.72,,False,,,,
5584,Cantabria,Bioseguridad,perdut,0.322,116,,2223.12,,False,,,,
5592,Vizcaya,Anestesia,perdut,1.148,110,,2223.12,,False,,,,
5592,Vizcaya,Bioseguridad,perdut,0.0,703,,1086.44,,False,,,,
5601,Lugo,Anestesia,marginal,0.2,90,,2223.12,,False,,,,
5602,León,Bioseguridad,perdut,0.0,711,,1086.44,,False,,,,
5604,Las Palmas,Anestesia,promiscu,0.312,59,211.1,4546.72,-1.47,False,,,,
5628,Lugo,Anestesia,perdut,0.506,235,,2223.12,,False,,,,
5629,Barcelona,Anestesia,perdut,0.0,1363,,2223.12,,False,,,,
5665,Girona,Anestesia,perdut,0.774,340,,2223.12,,False,,,,
5665,Girona,Bioseguridad,perdut,3.307,91,,1086.44,,False,,,,
5686,Jaén,Anestesia,promiscu,0.731,82,152.0,2223.12,-0.81,False,,,,
5686,Jaén,Bioseguridad,promiscu,0.366,18,,1086.44,,False,,,,
5696,Madrid,Anestesia,perdut,0.0,650,,1802.36,,False,,,,
5718,Badajoz,Anestesia,perdut,0.576,115,,2223.12,,False,,,,
5728,Madrid,Bioseguridad,perdut,0.286,312,,1667.34,,False,,,,
5748,Granada,Anestesia,promiscu,0.522,28,244.9,2223.12,-2.17,False,,,,
5748,Granada,Bioseguridad,marginal,0.0,713,,1086.44,,False,,,,
5757,Barcelona,Anestesia,fidel,2.067,17,142.2,2223.12,-1.32,False,,,,
5769,Murcia,Anestesia,perdut,0.218,116,,2223.12,,False,,,,
5769,Murcia,Bioseguridad,perdut,0.0,480,,1086.44,,False,,,,
5776,Asturias,Anestesia,perdut,0.462,270,,2223.12,,False,,,,
5776,Asturias,Bioseguridad,marginal,0.0,773,,1086.44,,False,,,,
5784,Valladolid,Anestesia,perdut,0.338,209,,4546.72,,False,,,,
5784,Valladolid,Bioseguridad,perdut,0.0,458,,2223.12,,False,,,,
5789,Vizcaya,Anestesia,en_risc,2.47,5,105.5,4546.72,-1.6,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 247%). El seu cicle de compra és de 105 dies. Porta 5 dies sense comprar (-100 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
5789,Vizcaya,Bioseguridad,perdut,0.0,384,,2223.12,,False,,,,
5802,Sta.Cruz Tenerife,Anestesia,perdut,0.45,185,,2223.12,,False,,,,
5802,Sta.Cruz Tenerife,Bioseguridad,perdut,0.671,320,,1086.44,,False,,,,
5814,Madrid,Anestesia,marginal,0.0,1470,,2223.12,,False,,,,
5814,Madrid,Bioseguridad,perdut,0.0,1470,,1086.44,,False,,,,
5837,Pontevedra,Anestesia,perdut,0.0,682,,1802.36,,False,,,,
5842,Barcelona,Anestesia,fidel,0.779,38,209.5,3410.04,-2.09,False,,,,
5853,Zaragoza,Anestesia,en_risc,0.738,48,118.9,3410.04,-0.52,True,caiguda_share,894.42,mitja,"Client en_risc de Anestesia (Share 12m: 74%). El seu cicle de compra és de 119 dies. Porta 48 dies sense comprar (-71 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
5860,Lugo,Anestesia,promiscu,0.371,18,281.7,2223.12,-1.68,False,,,,
5863,Madrid,Anestesia,perdut,0.287,234,,2223.12,,False,,,,
5871,Barcelona,Anestesia,fidel,1.054,82,173.2,1802.36,-2.78,False,,,,
5879,Alicante,Anestesia,marginal,0.084,293,,3410.04,,False,,,,
5887,Badajoz,Anestesia,fidel,1.63,28,89.5,2223.12,-1.55,False,,,,
5887,Badajoz,Bioseguridad,fidel,3.134,28,52.7,1086.44,-0.85,False,,,,
5908,Almería,Anestesia,fidel,1.329,17,221.3,2223.12,-1.49,False,,,,
5908,Almería,Bioseguridad,perdut,0.0,812,,1086.44,,False,,,,
5922,Málaga,Anestesia,marginal,0.0,1008,,2223.12,,False,,,,
5924,A Coruña,Bioseguridad,fidel,1.153,45,102.2,1667.34,-2.11,False,,,,
5931,Madrid,Anestesia,perdut,0.239,202,,2223.12,,False,,,,
5939,Madrid,Anestesia,perdut,0.124,122,,2223.12,,False,,,,
5939,Madrid,Bioseguridad,perdut,0.366,185,,1086.44,,False,,,,
6010,Barcelona,Anestesia,fidel,1.403,26,69.1,2223.12,-1.04,False,,,,
6010,Barcelona,Bioseguridad,fidel,3.293,62,59.3,1086.44,0.09,False,,,,
6029,Madrid,Anestesia,perdut,0.518,180,,4546.72,,False,,,,
6029,Madrid,Bioseguridad,promiscu,0.452,80,220.0,2223.12,-1.74,False,,,,
6073,Navarra,Anestesia,promiscu,0.377,19,,1802.36,,False,,,,
6123,Barcelona,Anestesia,fidel,1.044,40,172.4,3410.04,-0.83,False,,,,
6131,Almería,Anestesia,marginal,0.0,1792,,2223.12,,False,,,,
6131,Almería,Bioseguridad,perdut,0.0,1315,,1086.44,,False,,,,
6184,Valencia,Anestesia,perdut,0.277,158,,3410.04,,False,,,,
6187,Barcelona,Anestesia,perdut,0.0,1403,,2223.12,,False,,,,
6208,Sta.Cruz Tenerife,Anestesia,fidel,0.805,17,51.2,9093.44,-0.99,False,,,,
6211,Barcelona,Anestesia,perdut,1.006,207,,2223.12,,False,,,,
6211,Barcelona,Bioseguridad,perdut,2.223,207,,1086.44,,False,,,,
6213,Madrid,Anestesia,perdut,0.0,896,,2223.12,,False,,,,
6217,Albacete,Anestesia,fidel,1.001,56,101.9,2223.12,-1.34,False,,,,
6217,Albacete,Bioseguridad,perdut,0.0,1005,,1086.44,,False,,,,
6225,Madrid,Anestesia,en_risc,0.676,52,67.0,3410.04,-0.46,True,caiguda_share,1104.78,mitja,"Client en_risc de Anestesia (Share 12m: 68%). El seu cicle de compra és de 67 dies. Porta 52 dies sense comprar (-15 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
6248,Badajoz,Bioseguridad,marginal,0.0,1581,,1667.34,,False,,,,
6249,Sta.Cruz Tenerife,Anestesia,marginal,0.0,1684,,2223.12,,False,,,,
6250,Sevilla,Anestesia,marginal,0.041,173,,2223.12,,False,,,,
6253,Palencia,Anestesia,perdut,0.228,271,,1802.36,,False,,,,
6307,Ciudad Real,Anestesia,marginal,0.0,1764,,2223.12,,False,,,,
6330,Madrid,Anestesia,perdut,0.305,94,,2223.12,,False,,,,
6347,Valencia,Bioseguridad,perdut,0.0,1075,,1086.44,,False,,,,
6360,Las Palmas,Bioseguridad,fidel,1.144,34,128.9,1667.34,-2.32,False,,,,
6361,Granada,Anestesia,marginal,0.0,978,,2223.12,,False,,,,
6401,Navarra,Anestesia,promiscu,0.543,67,155.5,3410.04,-0.98,False,,,,
6421,Barcelona,Anestesia,perdut,0.598,192,,2223.12,,False,,,,
6421,Barcelona,Bioseguridad,fidel,3.605,25,76.2,1086.44,-1.48,False,,,,
6471,Madrid,Anestesia,perdut,0.0,943,,2223.12,,False,,,,
6476,Madrid,Anestesia,perdut,0.462,115,,2223.12,,False,,,,
6479,Murcia,Anestesia,perdut,0.478,264,,2223.12,,False,,,,
6479,Murcia,Bioseguridad,perdut,0.366,117,,1086.44,,False,,,,
6485,Valencia,Anestesia,perdut,0.307,94,,2223.12,,False,,,,
6488,Madrid,Anestesia,perdut,0.165,228,,2223.12,,False,,,,
6488,Madrid,Bioseguridad,perdut,0.298,343,,1086.44,,False,,,,
6495,Burgos,Anestesia,perdut,0.0,955,,2223.12,,False,,,,
6495,Burgos,Bioseguridad,marginal,0.0,585,,1086.44,,False,,,,
6525,Murcia,Anestesia,perdut,0.0,1657,,2223.12,,False,,,,
6553,Valencia,Anestesia,perdut,0.042,206,,3410.04,,False,,,,
6553,Valencia,Bioseguridad,promiscu,0.525,6,192.6,1667.34,-2.13,False,,,,
6574,Murcia,Anestesia,marginal,0.0,1760,,2223.12,,False,,,,
6574,Murcia,Bioseguridad,marginal,0.0,1512,,1086.44,,False,,,,
6582,Baleares,Anestesia,perdut,0.0,1326,,2223.12,,False,,,,
6585,Baleares,Bioseguridad,perdut,0.0,1685,,1086.44,,False,,,,
6611,León,Anestesia,fidel,1.194,27,150.2,2223.12,-1.57,False,,,,
6611,León,Bioseguridad,marginal,0.124,27,,1086.44,,False,,,,
6625,Baleares,Anestesia,perdut,0.255,101,,4546.72,,False,,,,
6642,Alicante,Anestesia,fidel,1.717,47,53.6,4546.72,-0.21,False,,,,
6642,Alicante,Bioseguridad,perdut,0.0,763,,2223.12,,False,,,,
6654,Madrid,Anestesia,perdut,0.245,105,,2223.12,,False,,,,
6656,Madrid,Anestesia,en_risc,1.079,81,37.0,2223.12,2.45,True,caiguda_share,0.0,alta,"Client en_risc de Anestesia (Share 12m: 108%). El seu cicle de compra és de 37 dies. Porta 81 dies sense comprar (44 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
6661,Girona,Anestesia,perdut,0.366,220,,1802.36,,False,,,,
6666,Guadalajara,Anestesia,perdut,0.175,229,,2223.12,,False,,,,
6666,Guadalajara,Bioseguridad,perdut,0.559,336,,1086.44,,False,,,,
6676,Madrid,Anestesia,perdut,0.818,104,,3410.04,,False,,,,
6680,Almería,Anestesia,marginal,0.0,1684,,1802.36,,False,,,,
6682,Barcelona,Anestesia,perdut,0.661,152,,3410.04,,False,,,,
6700,Almería,Anestesia,perdut,0.0,1008,,2223.12,,False,,,,
6711,Girona,Anestesia,marginal,0.0,1812,,2223.12,,False,,,,
6713,Málaga,Anestesia,en_risc,1.237,46,93.4,2223.12,-1.29,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 124%). El seu cicle de compra és de 93 dies. Porta 46 dies sense comprar (-47 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
6715,Barcelona,Anestesia,perdut,0.512,298,,2223.12,,False,,,,
6716,Ciudad Real,Anestesia,perdut,0.396,108,,2223.12,,False,,,,
6718,La Rioja,Anestesia,perdut,0.815,115,,2223.12,,False,,,,
6731,Murcia,Bioseguridad,perdut,0.381,326,,1086.44,,False,,,,
6734,Málaga,Bioseguridad,en_risc,0.298,147,,1086.44,,False,,,,
6742,Murcia,Anestesia,perdut,0.491,101,,2223.12,,False,,,,
6742,Murcia,Bioseguridad,perdut,0.352,101,,1086.44,,False,,,,
6757,Madrid,Bioseguridad,promiscu,0.628,41,89.4,2223.12,-1.02,False,,,,
6809,Cádiz,Anestesia,perdut,0.0,648,,2223.12,,False,,,,
6822,Barcelona,Anestesia,perdut,0.182,102,,3410.04,,False,,,,
6832,Burgos,Anestesia,promiscu,0.493,82,212.9,2223.12,-0.94,False,,,,
6832,Burgos,Bioseguridad,marginal,0.137,262,,1086.44,,False,,,,
6928,Barcelona,Anestesia,perdut,0.431,280,,2223.12,,False,,,,
6928,Barcelona,Bioseguridad,perdut,0.0,572,,1086.44,,False,,,,
6956,Girona,Anestesia,perdut,0.36,318,,2223.12,,False,,,,
6963,Barcelona,Anestesia,perdut,0.0,1340,,3410.04,,False,,,,
6987,Madrid,Anestesia,perdut,0.296,193,,1802.36,,False,,,,
6990,Valencia,Anestesia,perdut,0.39,94,,3410.04,,False,,,,
7000,Barcelona,Anestesia,perdut,0.555,101,,6820.08,,False,,,,
7000,Barcelona,Bioseguridad,fidel,1.26,34,63.2,3334.68,-0.82,False,,,,
7022,Asturias,Anestesia,perdut,0.598,97,,2223.12,,False,,,,
7034,Barcelona,Anestesia,perdut,0.0,375,,2223.12,,False,,,,
7046,Madrid,Anestesia,perdut,0.0,1559,,1802.36,,False,,,,
7090,Salamanca,Anestesia,perdut,0.724,222,,3410.04,,False,,,,
7094,Navarra,Anestesia,perdut,0.087,265,,3410.04,,False,,,,
7135,Sta.Cruz Tenerife,Anestesia,perdut,0.363,109,,4546.72,,False,,,,
7135,Sta.Cruz Tenerife,Bioseguridad,en_risc,2.99,18,44.6,2223.12,-1.28,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 299%). El seu cicle de compra és de 45 dies. Porta 18 dies sense comprar (-27 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
7175,Granada,Anestesia,perdut,0.0,1748,,2223.12,,False,,,,
7186,,Anestesia,promiscu,0.584,67,300.8,2223.12,-1.74,False,,,,
7186,,Bioseguridad,marginal,0.0,1769,,1086.44,,False,,,,
7192,Salamanca,Anestesia,perdut,0.648,167,,2223.12,,False,,,,
7192,Salamanca,Bioseguridad,perdut,0.261,119,,1086.44,,False,,,,
7213,Pontevedra,Anestesia,perdut,0.0,620,,1802.36,,False,,,,
7228,Orense,Anestesia,fidel,0.88,62,121.4,2223.12,-0.71,False,,,,
